lat,long,unitdesc
-122.33832343187396,47.61615782966555,LENORA ST BETWEEN 7TH AVE AND 8TH AVE
-122.33574896867344,47.618169891500486,LENORA ST BETWEEN TERRY AVE AND BOREN AVE
-122.33235361319717,47.606320301689806,MADISON ST BETWEEN 4TH AVE AND 5TH AVE
-122.33170131880425,47.60560670402147,MARION ST BETWEEN 4TH AVE AND 5TH AVE
-122.32393181103723,47.608856709476555,MARION ST BETWEEN BOREN AVE AND MINOR AVE
-122.32115834116395,47.61001650725768,MARION ST BETWEEN MINOR AVE AND BOYLSTON AVE
-122.32506368620585,47.59709366148542,MAYNARD AVE S BETWEEN S WELLER ST AND S LANE ST
-122.33236611887492,47.62427036859512,MERCER ST BETWEEN MINOR AVE N AND PONTIUS AVE N
-122.32435505052123,47.61015925604762,MINOR AVE BETWEEN MADISON ST AND SPRING ST
-122.3256605793295,47.611586449247326,MINOR AVE BETWEEN SENECA ST AND UNIVERSITY ST
-122.33297640752552,47.61908756171766,MINOR AVE N BETWEEN DENNY WAY AND JOHN ST
-122.33234604663768,47.62693515133381,MINOR AVE N BETWEEN VALLEY ST AND ALOHA ST
-122.32003499589248,47.61642074342899,NAGLE PL BETWEEN E PINE ST AND E OLIVE ST
-122.33326437037913,47.58822836097489,OCCIDENTAL AVE S BETWEEN EDGAR MARTINEZ DR S AND S MASSACHUSETTS ST
-122.33326700254146,47.58189672991507,OCCIDENTAL AVE S BETWEEN S WALKER ST AND S STACY ST
-122.336837721047,47.612897736548575,OLIVE WAY BETWEEN 5TH AVE AND 6TH AVE
-122.33172693720363,47.624510729505545,PONTIUS AVE N BETWEEN MERCER ST AND DEAD END
-122.28462952971253,47.55704111975916,RAINIER AVE S BETWEEN S FERDINAND ST AND S HUDSON ST
-122.3417084177974,47.623221348260856,REPUBLICAN ST BETWEEN DEXTER AVE N AND 8TH AVE N
-122.33107657312698,47.623121381925884,REPUBLICAN ST BETWEEN PONTIUS AVE N AND YALE AVE N
-122.34952210130619,47.62543033463594,ROY ST BETWEEN NOB HILL AVE N AND 4TH AVE N
-122.34495375046639,47.62541318015007,ROY ST BETWEEN TAYLOR AVE N AND 6TH AVE N
-122.32208590308761,47.61273574879705,SENECA ST BETWEEN BOYLSTON AVE AND HARVARD AVE
-122.33245128131888,47.60726631003917,SPRING ST BETWEEN 4TH AVE AND 5TH AVE
-122.3252365350815,47.6102839756297,SPRING ST BETWEEN BOREN AVE AND MINOR AVE
-122.33572507246177,47.61462023230759,STEWART ST BETWEEN 7TH AVE AND 8TH AVE
-122.32357071814018,47.610980680739225,SUMMIT AVE BETWEEN MADISON ST AND SPRING ST
-122.32396737080794,47.60637550952022,TERRY AVE BETWEEN JAMES ST AND CHERRY ST
-122.33224763095308,47.615429973578046,TERRY AVE BETWEEN OLIVE WAY AND HOWELL ST
-122.33552713064127,47.617433799305935,TERRY AVE BETWEEN VIRGINIA ST AND LENORA ST
-122.34565205857001,47.62090041910965,THOMAS ST BETWEEN TAYLOR AVE N AND 6TH AVE N
-122.33426782170885,47.620839251549526,THOMAS ST BETWEEN BOREN AVE N AND FAIRVIEW AVE N
-122.33743998108244,47.60852419472563,UNION ST BETWEEN 2ND AVE AND 3RD AVE
-122.33264019552053,47.60916022033403,UNIVERSITY ST BETWEEN 5TH AVE AND 6TH AVE
-122.31314899721278,47.660532243060175,UNIVERSITY WAY NE BETWEEN NE 43RD ST AND NE 45TH ST
-122.34233438618273,47.626261483008335,VALLEY ST BETWEEN AURORA AVE N AND DEXTER AVE N
-122.35097158140948,47.61425251184579,VINE ST BETWEEN ELLIOTT AVE AND WESTERN AVE
-122.34839339091118,47.61624647286463,VINE ST BETWEEN 2ND AVE AND 3RD AVE
-122.33960323410508,47.61339483235946,VIRGINIA ST BETWEEN 4TH AVE AND 5TH AVE
-122.35410376350394,47.62392112544936,WARREN AVE N BETWEEN REPUBLICAN ST AND MERCER ST
-122.33604389033796,47.60280436647341,WESTERN AVE BETWEEN YESLER WAY AND COLUMBIA ST
-122.351008722064,47.61486107037194,WESTERN AVE BETWEEN VINE ST AND CEDAR ST
-122.35402758506778,47.61664360943322,WESTERN AVE BETWEEN BROAD ST AND EAGLE ST
-122.33844084135448,47.623880757996474,WESTLAKE AVE N BETWEEN REPUBLICAN ST AND MERCER SR ST
-122.32468407567532,47.67941340087157,WOODLAWN AVE NE BETWEEN NE RAVENNA WB BV AND NE 71ST ST
-122.33042041212286,47.62024434608091,YALE AVE N BETWEEN JOHN ST AND THOMAS ST
-122.32902105212068,47.60172128514881,YESLER WAY BETWEEN 3RD AVE AND TERRACE ST
-122.31219429222088,47.60803976983472,E CHERRY ST BETWEEN 15TH AVE AND 16TH AVE
-122.3082766064347,47.608023610540386,E CHERRY ST BETWEEN 18TH AVE AND 19TH AVE
-122.32152064210081,47.61873645790259,E DENNY WAY BETWEEN HARVARD AVE AND BROADWAY
-122.31209288024323,47.618518648924194,E DENNY WAY BETWEEN 15TH AVE AND 16TH AVE
-122.32618770152966,47.614084947071525,E PIKE ST BETWEEN BELLEVUE AVE AND CRAWFORD PL
-122.32011357457861,47.614080414368466,E PIKE ST BETWEEN BROADWAY AND 10TH AVE
-122.32618642939705,47.61521476119494,E PINE ST BETWEEN BELLEVUE AVE AND CRAWFORD PL
-122.32125813982277,47.6129721333575,E UNION ST BETWEEN SENECA ST AND BROADWAY
-122.35052538896508,47.649706506646524,N 34TH ST BETWEEN EVANSTON AVE N AND FREMONT AVE N
-122.347429888606,47.65015879967567,N 35TH ST BETWEEN FREMONT AVE N AND TROLL AVE N
-122.31651057447604,47.67415688890767,NE 63RD ST BETWEEN ROOSEVELT WAY NE AND 12TH AVE NE
-122.3150005277721,47.67497961858718,NE 64TH ST BETWEEN 12TH AVE NE AND BROOKLYN AVE NE
-122.31500344681209,47.67580943954416,NE 65TH ST BETWEEN 12TH AVE NE AND BROOKLYN AVE NE
-122.32276787648595,47.6794536437212,NE 70TH ST BETWEEN OSWEGO PL NE AND 5TH AVE NE
-122.32377707879778,47.6806966209763,NE 72ND ST BETWEEN WOODLAWN AVE NE AND 5TH AVE NE
-122.38392862578752,47.668677582595166,NW MARKET ST BETWEEN RUSSELL AVE NW AND LEARY AVE NW
-122.39368365403882,47.668651394415164,NW MARKET ST BETWEEN 28TH AVE NW AND NW 54TH ST
-122.28420156656551,47.559458645506105,S ANGELINE ST BETWEEN 38TH AVE S AND 39TH AVE S
-122.28445504521531,47.55865322286549,S EDMUNDS ST BETWEEN RAINIER AVE S AND 39TH AVE S
-122.33327065390604,47.577727092112596,S FOREST ST BETWEEN 1ST AVE S AND OCCIDENTAL AVE S
-122.32244469260883,47.599186129655585,S JACKSON ST BETWEEN 7TH AVE S AND 8TH AVE S
-122.32473149796326,47.59835127054312,S KING ST BETWEEN MAYNARD AVE S AND MAYNARD AL S
-122.31964358988995,47.5983479018167,S KING ST BETWEEN 8TH AVE S AND 10TH AVE S
-122.3263615249037,47.57980934521907,S LANDER ST BETWEEN 5TH PL S AND 6TH AVE S
-122.32358683242215,47.6000275607799,S MAIN ST BETWEEN 7TH AVE S AND DEAD END 1
-122.33466227666312,47.58189529669991,S STACY ST BETWEEN UTAH AVE S AND 1ST AVE S
-122.3270068198498,47.600872121468996,S WASHINGTON ST BETWEEN 5TH AVE S AND 6TH AVE S
-122.32702115526521,47.597515928362576,S WELLER ST BETWEEN 5TH AVE S AND 6TH AVE S
-122.31843564463858,47.59750450926231,S WELLER ST BETWEEN 10TH AVE S AND 12TH AVE S
-122.35738219418718,47.622110868721435,W HARRISON ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE W
-122.36062823054827,47.6245985868489,W MERCER ST BETWEEN 2ND AVE W AND 3RD AVE W
-122.32925575798666,47.628646589972455,EASTLAKE AVE E BETWEEN WARD ST AND PROSPECT ST
-122.34058672773979,47.63810904479136,WESTLAKE EAST RDWY AVE N BETWEEN WESTLAKE SHORE RDWY 3 AVE N AND CROCKETT ST
-122.34232273746213,47.627573495827214,DEXTER AVE N BETWEEN ALOHA ST AND WARD ST
-122.33865117536622,47.60733158269022,1ST AVE BETWEEN UNIVERSITY ST AND UNION ST
-122.34326230452076,47.6114527561192,1ST AVE BETWEEN VIRGINIA ST AND LENORA ST
-122.34586311430445,47.612990812527315,1ST AVE BETWEEN BLANCHARD ST AND BELL ST
-122.33419116102174,47.598291715560265,1ST AVE S BETWEEN S JACKSON ST AND S KING ST
-122.35800889683559,47.625718074410926,1ST AVE W BETWEEN W MERCER ST AND W ROY ST
-122.31813166440554,47.61351284275371,11TH AVE BETWEEN E UNION ST AND E PIKE ST
-122.31677888900654,47.61156267635567,12TH AVE BETWEEN E MARION ST AND E SPRING ST
-122.31684500934476,47.61468385101682,12TH AVE BETWEEN E PIKE ST AND E PINE ST
-122.31556692548105,47.65654883621636,12TH AVE NE BETWEEN NE CAMPUS WB PY AND NE 41ST ST
-122.31546165408037,47.66055372319519,12TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST
-122.31565804719561,47.67581492794574,12TH AVE NE BETWEEN NE 64TH ST AND NE 65TH ST
-122.31545982100377,47.607737501972494,13TH AVE BETWEEN E JAMES CT AND E CHERRY ST
-122.31272224016297,47.61966388431002,15TH AVE E BETWEEN E DENNY WAY AND E JOHN SR ST
-122.3126365192489,47.62259526846246,15TH AVE E BETWEEN E HARRISON N ST AND E REPUBLICAN S ST
-122.31153752103276,47.60862144943344,16TH AVE BETWEEN E CHERRY ST AND E COLUMBIA ST
-122.31023183063894,47.6086157673714,17TH AVE BETWEEN E CHERRY ST AND E COLUMBIA ST
-122.30892639464443,47.60861042020162,18TH AVE BETWEEN E CHERRY ST AND E COLUMBIA ST
-122.33317224644846,47.60301939325787,2ND AVE BETWEEN JAMES ST AND CHERRY ST
-122.33480325448139,47.604802893010714,2ND AVE BETWEEN MARION ST AND MADISON ST
-122.3469535758463,47.614808836656294,2ND AVE BETWEEN BELL ST AND BATTERY ST
-122.34928988834338,47.61619034809732,2ND AVE BETWEEN VINE ST AND CEDAR ST
-122.35282547458576,47.620342579726795,2ND AVE N BETWEEN JOHN ST AND THOMAS ST
-122.3593214601306,47.624592191089214,2ND AVE W BETWEEN W REPUBLICAN ST AND W MERCER ST
-122.38474407995051,47.66906626624828,22ND AVE NW BETWEEN NW MARKET ST AND NW 56TH ST
-122.29772082015828,47.7211016223144,28TH AVE NE BETWEEN NE 125TH ST AND NE 127TH ST
-122.3428432385702,47.61355146951542,3RD AVE BETWEEN LENORA ST AND BLANCHARD ST
-122.360653115981,47.62124013432624,3RD AVE W BETWEEN W THOMAS ST AND W THOMAS ST OVERPASS
-122.36062160100306,47.62579703270994,3RD AVE W BETWEEN W MERCER ST AND W ROY ST
-122.29198770434489,47.722732153726156,33RD AVE NE BETWEEN NE 125TH ST AND NE 130TH ST
-122.3774502283749,47.563474597394816,36TH AVE SW BETWEEN SW AVALON WAY AND SW OREGON ST
-122.28347151034228,47.556623059629544,39TH AVE S BETWEEN S HUDSON ST AND S PEARL ST
-122.38122901783939,47.56140653563344,39TH AVE SW BETWEEN SW OREGON ST AND FAUNTLEROY WAY SW
-122.33388775917047,47.60715814257679,4TH AVE BETWEEN SPRING ST AND SENECA ST
-122.34570275467689,47.61641416241457,4TH AVE BETWEEN BATTERY ST AND WALL ST
-122.34897286912631,47.618347281905166,4TH AVE BETWEEN CEDAR ST AND CLAY ST
-122.34888152099798,47.62398874404436,4TH AVE N BETWEEN REPUBLICAN ST AND MERCER ST
-122.32905767552842,47.57772607515848,4TH AVE S BETWEEN S LANDER ST AND S FOREST ST
-122.36194789256011,47.62271283020982,4TH AVE W BETWEEN W HARRISON ST AND W REPUBLICAN ST
-122.28073070473816,47.55702124797472,42ND AVE S BETWEEN S FERDINAND S ST AND S HUDSON ST
-122.34531173782557,47.6173557844303,5TH AVE BETWEEN BATTERY ST AND WALL ST
-122.32287107899917,47.680881010727695,5TH AVE NE BETWEEN NE 71ST ST AND NE 72ND ST
-122.32766883642546,47.59877540073054,5TH AVE S BETWEEN S JACKSON ST AND S KING ST
-122.33355605569334,47.61014983682542,6TH AVE BETWEEN UNIVERSITY ST AND UNION ST
-122.33793877272498,47.614169188287235,6TH AVE BETWEEN WESTLAKE AVE AND VIRGINIA ST
-122.34501946440123,47.62148142762213,6TH AVE N BETWEEN THOMAS ST AND HARRISON ST
-122.34494709725638,47.62584264529781,6TH AVE N BETWEEN ROY ST AND VALLEY ST
-122.32597618840948,47.58049459332064,6TH AVE S BETWEEN S BAYVIEW ST AND S LANDER ST
-122.32683979922777,47.60616129601159,8TH AVE BETWEEN CHERRY ST AND COLUMBIA ST
-122.32912359430681,47.6086580954509,8TH AVE BETWEEN MADISON ST AND SPRING ST
-122.32244834044955,47.59834756404032,8TH AVE S BETWEEN S JACKSON ST AND S KING ST
-122.33638587272381,47.61676978799669,9TH AVE BETWEEN VIRGINIA ST AND LENORA ST
-122.33980539110692,47.61912530504863,9TH AVE N BETWEEN DENNY WAY AND JOHN ST
-122.33975575889846,47.62263008688036,9TH AVE N BETWEEN HARRISON ST AND REPUBLICAN ST
-122.33810581811234,47.6034209636019,ALASKAN WAY BETWEEN MARION ST AND MADISON ST
-122.34009267977459,47.60554492207392,ALASKAN WAY BETWEEN SENECA ST AND UNIVERSITY ST
-122.33933538149108,47.6053699614967,ALASKAN E RDWY WAY BETWEEN SPRING ST AND SENECA ST
-122.33546646391241,47.60004622249821,ALASKAN E RDWY WAY S BETWEEN S WASHINGTON ST AND S MAIN ST
-122.34232660384295,47.627138383473216,ALOHA ST BETWEEN AURORA AVE N AND DEXTER AVE N
-122.380352815736,47.66867320077797,BARNES AVE NW BETWEEN 17TH AVE NW AND NW MARKET ST
-122.3404944269746,47.61802723091531,BELL ST BETWEEN 7TH AVE AND 8TH AVE
-122.34564281884758,47.61227403207376,BLANCHARD ST BETWEEN WESTERN AVE AND 1ST AVE
-122.33478587932726,47.61818657553242,BOREN AVE BETWEEN FAIRVIEW AVE AND DENNY WAY
-122.32213568109674,47.611087324248516,BOYLSTON AVE BETWEEN MADISON ST AND SPRING ST
-122.3234014793833,47.61407001077937,BOYLSTON AVE BETWEEN E UNION ST AND E PIKE ST
-122.35293607149389,47.61658568929593,BROAD ST BETWEEN WESTERN AVE AND 1ST AVE
-122.32080788826272,47.615819314528494,BROADWAY BETWEEN E PINE ST AND XW E OLIVE ST
-122.38689807844122,47.556976919281986,CALIFORNIA AVE SW BETWEEN SW HUDSON ST AND SW DAWSON N ST
-122.34932738038104,47.61679884560324,CEDAR ST BETWEEN 2ND AVE AND 3RD AVE
-122.33039683349308,47.60418067430703,CHERRY ST BETWEEN 4TH AVE AND 5TH AVE
-122.34237665822434,47.62147207011143,DEXTER AVE N BETWEEN THOMAS ST AND HARRISON ST
-122.34228515297792,47.6318554343669,DEXTER AVE N BETWEEN LEE ST AND GALER ST
-122.35296930459101,47.61836608596882,EAGLE ST BETWEEN 1ST AVE AND 2ND WR AVE
-122.3260529103117,47.63230300474577,EASTLAKE AVE E BETWEEN E NELSON PL AND FAIRVIEW AVE N
-122.3342643831732,47.62025202738559,FAIRVIEW AVE N BETWEEN JOHN ST AND THOMAS ST
-122.34988467845756,47.65088991270733,FREMONT AVE N BETWEEN FREMONT PL N AND N 36TH ST
-122.32105579809404,47.611583990483716,HARVARD AVE BETWEEN BROADWAY AND SPRING ST
-122.34237158535939,47.622055745271055,HARRISON ST BETWEEN AURORA AVE N AND DEXTER AVE N
-122.32171871888045,47.61232218873944,HARVARD AVE BETWEEN SPRING ST AND SENECA ST
-122.32219639437095,47.61931578732148,HARVARD AVE E BETWEEN E DENNY WAY AND E OLIVE WAY
-122.33316674710112,47.61482124133688,HOWELL ST BETWEEN OLIVE WAY AND 9TH AVE
-122.33055885327401,47.61684046582171,HOWELL ST BETWEEN BOREN AVE AND MINOR AVE
-122.32977622928293,47.61969175259035,JOHN ST BETWEEN YALE AVE N AND EASTLAKE AVE E
-122.29416074696066,47.721091396106864,LAKE CITY WAY NE BETWEEN NE 125TH ST AND NE 127TH ST
-122.33660661185158,47.61748616647118,LENORA ST BETWEEN 9TH AVE AND TERRY AVE
-122.32902640953054,47.60771214387427,MADISON ST BETWEEN 7TH AVE AND 8TH AVE
-122.32726338416224,47.60746319809332,MARION ST BETWEEN 8TH AVE AND 9TH AVE
-122.32506033599516,47.597932434878665,MAYNARD AVE S BETWEEN S KING ST AND S WELLER ST
-122.3291636537052,47.62427870415985,MERCER ST BETWEEN YALE AVE N AND EASTLAKE AVE E
-122.3264355753452,47.612451183262664,MINOR AVE BETWEEN UNIVERSITY ST AND UNION ST
-122.33299318559396,47.6219735073974,MINOR AVE N BETWEEN THOMAS ST AND HARRISON ST
-122.34216300967736,47.608171742684156,PIKE ST BETWEEN ELLIOTT AVE AND ELLIOTT ER AVE
-122.3416596063114,47.60950557725547,PINE ST BETWEEN PIKE PL AND POST AL
-122.33315264159123,47.61306393455795,PINE ST BETWEEN 7TH AVE AND 8TH AVE
-122.33552344475025,47.60302210590689,POST AVE BETWEEN YESLER WAY AND COLUMBIA ST
-122.35675151926795,47.6191901607719,QUEEN ANNE AVE N BETWEEN DENNY WAY AND JOHN ST
-122.33299987565496,47.623116005386024,REPUBLICAN ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N
-122.34821729412901,47.62542541282947,ROY ST BETWEEN 4TH AVE N AND 5TH AVE N
-122.37961332189812,47.66570840587685,RUSSELL AVE NW BETWEEN NW DOCK PL AND NW IONE PL
-122.32811043209244,47.61006860079941,SENECA ST BETWEEN 9TH AVE AND TERRY AVE
-122.32311343959944,47.61215849744507,SENECA ST BETWEEN SUMMIT AVE AND BOYLSTON AVE
-122.33834714822072,47.604797518132486,SPRING ST BETWEEN ALASKAN E RDWY WAY AND WESTERN AVE
-122.33357713089363,47.61628072989174,STEWART ST BETWEEN 9TH AVE AND TERRY AVE
-122.32553594281384,47.61578023966963,SUMMIT AVE BETWEEN E PINE ST AND E OLIVE ST
-122.38157414835294,47.66867507349405,TALLMAN AVE NW BETWEEN NW CENTRAL PL AND NW MARKET ST
-122.33716577194613,47.62028464801995,TERRY AVE N BETWEEN JOHN ST AND THOMAS ST
-122.33911712398623,47.62087650660406,THOMAS ST BETWEEN 9TH AVE N AND WESTLAKE AVE N
-122.33799535928208,47.60829216502502,UNION ST BETWEEN 1ST AVE AND 2ND AVE
-122.33967196572318,47.606217761422094,UNIVERSITY ST BETWEEN ALASKAN E RDWY WAY AND WESTERN AVE
-122.32820768301512,47.61101417460294,UNIVERSITY ST BETWEEN 9TH AVE AND TERRY AVE
-122.31322658842168,47.65757453466959,UNIVERSITY WAY NE BETWEEN NE 41ST ST AND NE 42ND ST
-122.33512474562235,47.58189540008756,UTAH AVE S BETWEEN S WALKER ST AND S STACY ST
-122.34690464124236,47.62627888875464,VALLEY ST BETWEEN 5TH AVE N AND TAYLOR AVE N
-122.33170443046737,47.62596465067081,VALLEY ST BETWEEN MINOR AVE N AND YALE AVE N
-122.34745782577795,47.615693486135385,WALL ST BETWEEN 2ND AVE AND 3RD AVE
-122.3393068165089,47.6063704650136,WESTERN AVE BETWEEN SENECA ST AND UNIVERSITY ST
-122.33846054055809,47.62145765877419,WESTLAKE AVE N BETWEEN THOMAS ST AND HARRISON ST
-122.33966962694085,47.626818744809256,WESTLAKE AVE N BETWEEN VALLEY ST AND 9TH AVE N
-122.32582592407248,47.68029316846003,EAST GREEN LAKE DR N BETWEEN NE RAVENNA EB BV AND NE 72ND ST
-122.32883384925896,47.67833484594734,EAST GREEN LAKE WAY N BETWEEN SUNNYSIDE AVE N AND 1ST AVE NE
-122.31883830973412,47.61197017066155,E MADISON ST BETWEEN 10TH AVE AND E SENECA ST
-122.32041570500206,47.624268185827425,E MERCER ST BETWEEN BROADWAY E AND 10TH AVE E
-122.32585093778393,47.61408672762485,E PIKE ST BETWEEN CRAWFORD PL AND SUMMIT AVE
-122.31618294095614,47.61410833790545,E PIKE ST BETWEEN 12TH AVE AND 13TH AVE
-122.31974082562093,47.615242996307266,E PINE ST BETWEEN NAGLE PL AND 10TH AVE
-122.31489547976832,47.615277434021024,E PINE ST BETWEEN 13TH AVE AND 14TH AVE
-122.32041504376687,47.62107921768722,E THOMAS ST BETWEEN BROADWAY E AND 10TH W AVE E
-122.3258234659157,47.61298804350154,E UNION ST BETWEEN CRAWFORD PL AND SUMMIT AVE
-122.3187785217574,47.612935634670364,E UNION ST BETWEEN 10TH AVE AND 11TH AVE
-122.35129852787324,47.65073869296202,N 35TH ST BETWEEN PHINNEY AVE N AND EVANSTON AVE N
-122.29702843155071,47.72109702617706,NE 127TH ST BETWEEN 28TH AVE NE AND 30TH AVE NE
-122.31717923292598,47.65984334381804,NE 43RD ST BETWEEN ROOSEVELT N WAY NE AND 11TH AVE NE
-122.31581063417022,47.66310878702854,NE 47TH ST BETWEEN 11TH AVE NE AND 12TH AVE NE
-122.38319908374761,47.66640926775609,NW VERNON PL BETWEEN LEARY AVE NW AND BALLARD AVE NW
-122.28011288821327,47.55938703687054,S ANGELINE ST BETWEEN 42ND AVE S AND 43RD AVE S
-122.28073397263805,47.55783671145149,S FERDINAND ST BETWEEN 39TH AVE S AND 42ND S AVE S
-122.3346644212541,47.5777277400546,S FOREST ST BETWEEN UTAH AVE S AND 1ST AVE S
-122.32375005349331,47.59918859669355,S JACKSON ST BETWEEN MAYNARD AVE S AND 7TH AVE S
-122.31843578450165,47.59834274747494,S KING ST BETWEEN 10TH AVE S AND 12TH AVE S
-122.3332693469758,47.57981029839016,S LANDER ST BETWEEN 1ST AVE S AND OCCIDENTAL AVE S
-122.33222422441165,47.6008804184638,S WASHINGTON ST BETWEEN OCCIDENTAL AVE S AND 2ND AVE S
-122.387449103796,47.56473743433459,SW GENESEE ST BETWEEN CALIFORNIA AVE SW AND 44TH AVE SW
